Hotel Name,Email,Website,Phone,Rating,Price Level,Address,Sent
Hotel Catalonia Atenas,atenas@cataloniahotels.com,https://www.cataloniahotels.com/es/hotel/catalonia-atenas?mb=1?utm_source=googlemaps&utm_medium=organic&utm_campaign=ATE,932 32 20 11,4.1,,"Avinguda Meridiana, 151, Sant Martí, 08026 Barcelona, Spain",Yes
Hotel Occidental Barcelona 1929,barcelona1929@occidentalhotels.com,https://www.barcelo.com/es-es/occidental-barcelona-1929/?utm_source=google&utm_medium=organic&utm_campaign=my_business&utm_content=36558,936 26 88 44,4.4,,"Carrer Creu Coberta, 20-22, Sants-Montjuïc, 08014 Barcelona, Spain",Yes
Hotel Occidental Barcelona 1929,ejemplo@domain.comcontinuar,https://www.barcelo.com/es-es/occidental-barcelona-1929/?utm_source=google&utm_medium=organic&utm_campaign=my_business&utm_content=36558,936 26 88 44,4.4,,"Carrer Creu Coberta, 20-22, Sants-Montjuïc, 08014 Barcelona, Spain",Yes
Hotel Occidental Barcelona 1929,ejemplo@domain.com,https://www.barcelo.com/es-es/occidental-barcelona-1929/?utm_source=google&utm_medium=organic&utm_campaign=my_business&utm_content=36558,936 26 88 44,4.4,,"Carrer Creu Coberta, 20-22, Sants-Montjuïc, 08014 Barcelona, Spain",Yes
Hotel Occidental Barcelona 1929,dpo@barcelo.comfinalidades,https://www.barcelo.com/es-es/occidental-barcelona-1929/?utm_source=google&utm_medium=organic&utm_campaign=my_business&utm_content=36558,936 26 88 44,4.4,,"Carrer Creu Coberta, 20-22, Sants-Montjuïc, 08014 Barcelona, Spain",Yes
Hotel Occidental Barcelona 1929,sac8@barcelo.com,https://www.barcelo.com/es-es/occidental-barcelona-1929/?utm_source=google&utm_medium=organic&utm_campaign=my_business&utm_content=36558,936 26 88 44,4.4,,"Carrer Creu Coberta, 20-22, Sants-Montjuïc, 08014 Barcelona, Spain",Yes
Hotel Occidental Barcelona 1929,info@barceloprorewards.com,https://www.barcelo.com/es-es/occidental-barcelona-1929/?utm_source=google&utm_medium=organic&utm_campaign=my_business&utm_content=36558,936 26 88 44,4.4,,"Carrer Creu Coberta, 20-22, Sants-Montjuïc, 08014 Barcelona, Spain",Yes
Hotel Occidental Barcelona 1929,dpo@barcelo.coma,https://www.barcelo.com/es-es/occidental-barcelona-1929/?utm_source=google&utm_medium=organic&utm_campaign=my_business&utm_content=36558,936 26 88 44,4.4,,"Carrer Creu Coberta, 20-22, Sants-Montjuïc, 08014 Barcelona, Spain",Yes
Hotel Occidental Barcelona 1929,barcelopro@barcelo.com,https://www.barcelo.com/es-es/occidental-barcelona-1929/?utm_source=google&utm_medium=organic&utm_campaign=my_business&utm_content=36558,936 26 88 44,4.4,,"Carrer Creu Coberta, 20-22, Sants-Montjuïc, 08014 Barcelona, Spain",Yes
Petit Palace Trencadis,petitpalacetrencadis@petitpalace.com,https://www.petitpalacetrencadis.com/en/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness,934 52 05 33,4.1,,"Carrer de València, 157, L'Eixample, 08011 Barcelona, Spain",Yes
Novotel Barcelona City,h5560@accor.com,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=5560&merchantid=seo-maps-ES-5560&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,933 26 24 99,4.4,,"Avenida Diagonal, Carrer de la Ciutat de Granada, 201, Entrada Por, 08018 Barcelona, Spain",Yes
Hotel Actual Boutique,info@hotelactual.com,http://www.hotelactual.com/,935 52 05 50,4.4,,"Carrer del Rosselló, 238, Eixample, 08008 Barcelona, Spain",Yes
ibis Styles Barcelona Sant Joan Despi,h3289@accor.com,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=3289&merchantid=seo-maps-ES-3289&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,934 75 58 00,4,,"Carrer de la TV3, 2, 08970 Sant Joan Despí, Barcelona, Spain",Yes
Hotel Duquesa de Cardona Barcelona,info.hdc@grupduquessa.com,http://www.hduquesadecardona.com/,932 68 90 90,4.5,,"Pg. de Colom, 12, Ciutat Vella, 08002 Barcelona, Spain",Yes
H10 Port Vell,h10.port.vell@h10hotels.com,https://www.h10hotels.com/en/barcelona-hotels/h10-port-vell?utm_source=google_my_business&utm_medium=boton_sitio_web&utm_campaign=hpv,933 10 30 65,4.6,,"Pas de Sota Muralla, 9, Ciutat Vella, 08003 Barcelona, Spain",Yes
H10 Port Vell,ush10.port.vell@h10hotels.combookings,https://www.h10hotels.com/en/barcelona-hotels/h10-port-vell?utm_source=google_my_business&utm_medium=boton_sitio_web&utm_campaign=hpv,933 10 30 65,4.6,,"Pas de Sota Muralla, 9, Ciutat Vella, 08003 Barcelona, Spain",Yes
H10 Port Vell,callreservations@h10hotels.com,https://www.h10hotels.com/en/barcelona-hotels/h10-port-vell?utm_source=google_my_business&utm_medium=boton_sitio_web&utm_campaign=hpv,933 10 30 65,4.6,,"Pas de Sota Muralla, 9, Ciutat Vella, 08003 Barcelona, Spain",Yes
Axel Hotel Barcelona,madrid@axelhotels.com,http://www.axelhotels.com/int/axel-hotel-barcelona/hotel.html,933 23 93 93,4.2,,"Carrer d'Aribau, 33, L'Eixample, 08011 Barcelona, Spain",Yes
Axel Hotel Barcelona,berlin@axelhotels.com,http://www.axelhotels.com/int/axel-hotel-barcelona/hotel.html,933 23 93 93,4.2,,"Carrer d'Aribau, 33, L'Eixample, 08011 Barcelona, Spain",Yes
Axel Hotel Barcelona,twobarcelona@axelhotels.com,http://www.axelhotels.com/int/axel-hotel-barcelona/hotel.html,933 23 93 93,4.2,,"Carrer d'Aribau, 33, L'Eixample, 08011 Barcelona, Spain",Yes
Axel Hotel Barcelona,sansebastian@axelhotels.com,http://www.axelhotels.com/int/axel-hotel-barcelona/hotel.html,933 23 93 93,4.2,,"Carrer d'Aribau, 33, L'Eixample, 08011 Barcelona, Spain",Yes
Axel Hotel Barcelona,mykonos@axelhotels.com,http://www.axelhotels.com/int/axel-hotel-barcelona/hotel.html,933 23 93 93,4.2,,"Carrer d'Aribau, 33, L'Eixample, 08011 Barcelona, Spain",Yes
Axel Hotel Barcelona,barcelona@axelhotels.com,http://www.axelhotels.com/int/axel-hotel-barcelona/hotel.html,933 23 93 93,4.2,,"Carrer d'Aribau, 33, L'Eixample, 08011 Barcelona, Spain",Yes
Axel Hotel Barcelona,ibiza@axelhotels.com,http://www.axelhotels.com/int/axel-hotel-barcelona/hotel.html,933 23 93 93,4.2,,"Carrer d'Aribau, 33, L'Eixample, 08011 Barcelona, Spain",Yes
Axel Hotel Barcelona,info.telegrafo@axelhotels.co.cu,http://www.axelhotels.com/int/axel-hotel-barcelona/hotel.html,933 23 93 93,4.2,,"Carrer d'Aribau, 33, L'Eixample, 08011 Barcelona, Spain",Yes
Axel Hotel Barcelona,bilbao@axelhotels.com,http://www.axelhotels.com/int/axel-hotel-barcelona/hotel.html,933 23 93 93,4.2,,"Carrer d'Aribau, 33, L'Eixample, 08011 Barcelona, Spain",Yes
Axel Hotel Barcelona,grancanaria@axelhotels.com,http://www.axelhotels.com/int/axel-hotel-barcelona/hotel.html,933 23 93 93,4.2,,"Carrer d'Aribau, 33, L'Eixample, 08011 Barcelona, Spain",Yes
Hotel NH Collection Barcelona Gran Hotel Calderón,nhentenza@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",Yes
Hotel NH Collection Barcelona Gran Hotel Calderón,groupsales.co@minor-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",Yes
Hotel NH Collection Barcelona Gran Hotel Calderón,groupsales.ce@minor-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",Yes
Hotel NH Collection Barcelona Gran Hotel Calderón,reservations@minor-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",Yes
Hotel NH Collection Barcelona Gran Hotel Calderón,nhcollectionsuecia@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",Yes
Hotel NH Collection Barcelona Gran Hotel Calderón,nhcarrefourdeleurope@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",Yes
Hotel NH Collection Barcelona Gran Hotel Calderón,nhgrandplace@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",Yes
Hotel NH Collection Barcelona Gran Hotel Calderón,nhriberadelmanzanares@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",Yes
Hotel NH Collection Barcelona Gran Hotel Calderón,groupsales.mx@minor-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",Yes
Hotel NH Collection Barcelona Gran Hotel Calderón,nhcollectionabascal@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",Yes
Hotel NH Collection Barcelona Gran Hotel Calderón,reservas.ame@minor-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",Yes
Hotel NH Collection Barcelona Gran Hotel Calderón,nhdiagonalcenter@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",Yes
Hotel NH Collection Barcelona Gran Hotel Calderón,nhjantabak@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhbarcelonastadium@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,alonsomartinez@avani-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,groupsales.nl@minor-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhcollectionbrusselscentre@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhcollectionghcalderon@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhcollectionpalaciodetepa@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhberlinalexanderplatz@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhatocha@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,groupsales.at@minor-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhnacional@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhhabana@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhschipholairport@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,reservas@minor-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhventas@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhamsterdamleidseplein@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,groupsales.dk@minor-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,groupsales.ch@minor-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhcollectionpodium@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,protecciondedatos@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,prenotazioni@minor-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhcollectionpalaciodearanjuez@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,groupsales.cl@minor-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,groupsales.fi@minor-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,berlin@nhow-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhcollectioneurobuilding@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhamsterdamzuid@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhcollectionberlinmitte@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,bookings@minor-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,museumquarter@avani-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhmechelen@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhcollectiongrandsablon@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
Hotel NH Collection Barcelona Gran Hotel Calderón,nhcollectionbarbizonpalace@nh-hotels.com,https://www.nh-hotels.com/en/hotel/nh-collection-barcelona-gran-hotel-calderon?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,933 01 00 00,4.5,,"Rambla de Catalunya, 26, Eixample, 08007 Barcelona, Spain",No
